CommID,ID,CommiteeName
C3,455052,"Social, Humanitarian & Cultural"
C3,455054,"Social, Humanitarian & Cultural"
C3,455055,"Social, Humanitarian & Cultural"
C3,455057,"Social, Humanitarian & Cultural"
C3,455060,"Social, Humanitarian & Cultural"
C3,455064,"Social, Humanitarian & Cultural"
C3,455067,"Social, Humanitarian & Cultural"
C3,455069,"Social, Humanitarian & Cultural"
C3,455081,"Social, Humanitarian & Cultural"
C3,455083,"Social, Humanitarian & Cultural"
C3,455085,"Social, Humanitarian & Cultural"
C3,455086,"Social, Humanitarian & Cultural"
C3,455089,"Social, Humanitarian & Cultural"
C3,455090,"Social, Humanitarian & Cultural"
C3,455091,"Social, Humanitarian & Cultural"
C3,455092,"Social, Humanitarian & Cultural"
C3,455097,"Social, Humanitarian & Cultural"
C3,455099,"Social, Humanitarian & Cultural"
C3,455102,"Social, Humanitarian & Cultural"
C3,455104,"Social, Humanitarian & Cultural"
C3,455105,"Social, Humanitarian & Cultural"
C3,455107,"Social, Humanitarian & Cultural"
C3,455109,"Social, Humanitarian & Cultural"
C3,455112,"Social, Humanitarian & Cultural"
C3,455115,"Social, Humanitarian & Cultural"
C3,455117,"Social, Humanitarian & Cultural"
C3,455140,"Social, Humanitarian & Cultural"
C3,455141,"Social, Humanitarian & Cultural"
C3,455142,"Social, Humanitarian & Cultural"
C3,455143,"Social, Humanitarian & Cultural"
C3,455147,"Social, Humanitarian & Cultural"
C3,455152,"Social, Humanitarian & Cultural"
C3,455155,"Social, Humanitarian & Cultural"
C3,455316,"Social, Humanitarian & Cultural"
C3,455317,"Social, Humanitarian & Cultural"
C3,455333,"Social, Humanitarian & Cultural"
C3,455334,"Social, Humanitarian & Cultural"
C3,455335,"Social, Humanitarian & Cultural"
C3,455337,"Social, Humanitarian & Cultural"
C3,455340,"Social, Humanitarian & Cultural"
C3,455366,"Social, Humanitarian & Cultural"
C3,455369,"Social, Humanitarian & Cultural"
C3,455373,"Social, Humanitarian & Cultural"
C3,455376,"Social, Humanitarian & Cultural"
C3,455380,"Social, Humanitarian & Cultural"
C3,455382,"Social, Humanitarian & Cultural"
C3,455449,"Social, Humanitarian & Cultural"
C2,455452,Economic & Financial
C2,455457,Economic & Financial
C2,455461,Economic & Financial
C2,455463,Economic & Financial
C2,455465,Economic & Financial
C2,455467,Economic & Financial
C2,455468,Economic & Financial
C2,455472,Economic & Financial
C2,455517,Economic & Financial
C2,455519,Economic & Financial
C2,455521,Economic & Financial
C2,455563,Economic & Financial
C2,455564,Economic & Financial
C2,455565,Economic & Financial
C2,455566,Economic & Financial
C2,455567,Economic & Financial
C2,455568,Economic & Financial
C2,455590,Economic & Financial
C2,455592,Economic & Financial
C2,455594,Economic & Financial
C2,455595,Economic & Financial
C2,455598,Economic & Financial
C2,455599,Economic & Financial
C2,455602,Economic & Financial
C2,455613,Economic & Financial
C2,455670,Economic & Financial
C2,455671,Economic & Financial
C2,455672,Economic & Financial
C2,455673,Economic & Financial
C2,455676,Economic & Financial
C5,455678,Administrative & Budgetary
C3,455680,"Social, Humanitarian & Cultural"
C2,455688,Economic & Financial
C2,455690,Economic & Financial
C2,455691,Economic & Financial
C2,455692,Economic & Financial
C2,455693,Economic & Financial
C2,455694,Economic & Financial
C4,455821,Special Political & Decolonization
C2,455824,Economic & Financial
C2,455826,Economic & Financial
C3,455827,"Social, Humanitarian & Cultural"
C3,455829,"Social, Humanitarian & Cultural"
C3,455831,"Social, Humanitarian & Cultural"
C3,455832,"Social, Humanitarian & Cultural"
C5,455834,Administrative & Budgetary
C5,455835,Administrative & Budgetary
C5,455836,Administrative & Budgetary
C5,455843,Administrative & Budgetary
C5,455845,Administrative & Budgetary
C5,455846,Administrative & Budgetary
C5,455847,Administrative & Budgetary
C5,455848,Administrative & Budgetary
C5,455849,Administrative & Budgetary
C5,455861,Administrative & Budgetary
C5,455862,Administrative & Budgetary
C5,455864,Administrative & Budgetary
C5,455865,Administrative & Budgetary
C5,455866,Administrative & Budgetary
C5,455867,Administrative & Budgetary
C5,455868,Administrative & Budgetary
C5,455869,Administrative & Budgetary
C5,455871,Administrative & Budgetary
C5,455875,Administrative & Budgetary
C5,455877,Administrative & Budgetary
C5,455886,Administrative & Budgetary
C5,455888,Administrative & Budgetary
C1,462075,Disarmament & International Security
C5,462079,Administrative & Budgetary
C5,462082,Administrative & Budgetary
C5,462161,Administrative & Budgetary
C5,462163,Administrative & Budgetary
C5,462167,Administrative & Budgetary
C5,462171,Administrative & Budgetary
C3,462256,"Social, Humanitarian & Cultural"
C3,462259,"Social, Humanitarian & Cultural"
C3,462263,"Social, Humanitarian & Cultural"
C5,462337,Administrative & Budgetary
C5,462338,Administrative & Budgetary
C3,462340,"Social, Humanitarian & Cultural"
C5,462392,Administrative & Budgetary
C5,462395,Administrative & Budgetary
C5,462397,Administrative & Budgetary
C5,462403,Administrative & Budgetary
C5,462405,Administrative & Budgetary
C5,462544,Administrative & Budgetary
C5,462546,Administrative & Budgetary
C5,462550,Administrative & Budgetary
C5,462553,Administrative & Budgetary
C5,462644,Administrative & Budgetary
C5,462648,Administrative & Budgetary
C5,462654,Administrative & Budgetary
C4,465340,Special Political & Decolonization
C5,467937,Administrative & Budgetary
C5,467940,Administrative & Budgetary
C5,467941,Administrative & Budgetary
C5,467942,Administrative & Budgetary
C5,467971,Administrative & Budgetary
C5,468015,Administrative & Budgetary
C5,468016,Administrative & Budgetary
C5,468021,Administrative & Budgetary
C5,468025,Administrative & Budgetary
C5,468030,Administrative & Budgetary
C5,468031,Administrative & Budgetary
C5,468049,Administrative & Budgetary
C5,468054,Administrative & Budgetary
C5,468055,Administrative & Budgetary
C5,468128,Administrative & Budgetary
C5,468132,Administrative & Budgetary
C5,468136,Administrative & Budgetary
C5,468139,Administrative & Budgetary
C5,468140,Administrative & Budgetary
C5,468141,Administrative & Budgetary
C5,468143,Administrative & Budgetary
C5,468147,Administrative & Budgetary
C5,468150,Administrative & Budgetary
C5,468152,Administrative & Budgetary
C5,468265,Administrative & Budgetary
C5,468268,Administrative & Budgetary
C5,468270,Administrative & Budgetary
C5,468272,Administrative & Budgetary
C5,468275,Administrative & Budgetary
C5,468522,Administrative & Budgetary
C5,474753,Administrative & Budgetary
C6,478925,Legal
C6,478930,Legal
C6,478939,Legal
C6,478944,Legal
C6,478953,Legal
C6,478959,Legal
C6,478991,Legal
C6,478995,Legal
C6,478997,Legal
C6,479065,Legal
C6,479103,Legal
C6,479104,Legal
C6,479106,Legal
C6,479107,Legal
C6,479182,Legal
C6,479183,Legal
C6,479184,Legal
C6,479187,Legal
C6,479188,Legal
C1,479323,Disarmament & International Security
C1,479325,Disarmament & International Security
C1,479326,Disarmament & International Security
C1,479327,Disarmament & International Security
C1,479328,Disarmament & International Security
C1,479329,Disarmament & International Security
C1,479330,Disarmament & International Security
C1,479331,Disarmament & International Security
C1,479332,Disarmament & International Security
C1,479334,Disarmament & International Security
C1,479335,Disarmament & International Security
C1,479336,Disarmament & International Security
C1,479337,Disarmament & International Security
C1,479339,Disarmament & International Security
C1,479340,Disarmament & International Security
C1,479341,Disarmament & International Security
C1,479343,Disarmament & International Security
C1,479344,Disarmament & International Security
C1,479345,Disarmament & International Security
C1,479346,Disarmament & International Security
C1,479347,Disarmament & International Security
C1,479348,Disarmament & International Security
C1,479426,Disarmament & International Security
C1,479439,Disarmament & International Security
C1,479444,Disarmament & International Security
C1,479446,Disarmament & International Security
C1,479450,Disarmament & International Security
C1,479453,Disarmament & International Security
C1,479456,Disarmament & International Security
C1,479470,Disarmament & International Security
C1,479474,Disarmament & International Security
C1,479480,Disarmament & International Security
C1,479482,Disarmament & International Security
C1,479491,Disarmament & International Security
C1,479563,Disarmament & International Security
C1,479565,Disarmament & International Security
C1,479566,Disarmament & International Security
C1,479568,Disarmament & International Security
C1,479570,Disarmament & International Security
C1,479571,Disarmament & International Security
C1,479574,Disarmament & International Security
C1,479579,Disarmament & International Security
C1,479581,Disarmament & International Security
C1,479584,Disarmament & International Security
C1,479586,Disarmament & International Security
C1,479588,Disarmament & International Security
C1,479589,Disarmament & International Security
C1,479596,Disarmament & International Security
C1,479597,Disarmament & International Security
C1,479707,Disarmament & International Security
C1,479718,Disarmament & International Security
C4,482243,Special Political & Decolonization
C4,482244,Special Political & Decolonization
C4,482245,Special Political & Decolonization
C4,482246,Special Political & Decolonization
C4,482322,Special Political & Decolonization
C4,482323,Special Political & Decolonization
C4,482325,Special Political & Decolonization
C4,482346,Special Political & Decolonization
C4,482348,Special Political & Decolonization
C4,482349,Special Political & Decolonization
C4,482375,Special Political & Decolonization
C4,482376,Special Political & Decolonization
C4,482377,Special Political & Decolonization
C4,482378,Special Political & Decolonization
C4,482379,Special Political & Decolonization
C4,482382,Special Political & Decolonization
C4,482383,Special Political & Decolonization
C4,482386,Special Political & Decolonization
C3,482399,"Social, Humanitarian & Cultural"
C3,482400,"Social, Humanitarian & Cultural"
C3,482402,"Social, Humanitarian & Cultural"
C3,482404,"Social, Humanitarian & Cultural"
C3,482406,"Social, Humanitarian & Cultural"
C3,482407,"Social, Humanitarian & Cultural"
C3,482408,"Social, Humanitarian & Cultural"
C3,482409,"Social, Humanitarian & Cultural"
C3,482410,"Social, Humanitarian & Cultural"
C3,482411,"Social, Humanitarian & Cultural"
C3,482470,"Social, Humanitarian & Cultural"
C3,482471,"Social, Humanitarian & Cultural"
C3,482472,"Social, Humanitarian & Cultural"
C3,482473,"Social, Humanitarian & Cultural"
C3,482474,"Social, Humanitarian & Cultural"
C3,482475,"Social, Humanitarian & Cultural"
C3,482477,"Social, Humanitarian & Cultural"
C3,482478,"Social, Humanitarian & Cultural"
C3,482480,"Social, Humanitarian & Cultural"
C3,482481,"Social, Humanitarian & Cultural"
C3,482483,"Social, Humanitarian & Cultural"
C3,482484,"Social, Humanitarian & Cultural"
C3,482498,"Social, Humanitarian & Cultural"
C3,482499,"Social, Humanitarian & Cultural"
C3,482500,"Social, Humanitarian & Cultural"
C3,482502,"Social, Humanitarian & Cultural"
C3,482503,"Social, Humanitarian & Cultural"
C3,482504,"Social, Humanitarian & Cultural"
C3,482505,"Social, Humanitarian & Cultural"
C3,482506,"Social, Humanitarian & Cultural"
C3,482507,"Social, Humanitarian & Cultural"
C3,482508,"Social, Humanitarian & Cultural"
C3,482509,"Social, Humanitarian & Cultural"
C3,482510,"Social, Humanitarian & Cultural"
C3,482518,"Social, Humanitarian & Cultural"
C3,482520,"Social, Humanitarian & Cultural"
C3,482521,"Social, Humanitarian & Cultural"
C3,482522,"Social, Humanitarian & Cultural"
C3,482533,"Social, Humanitarian & Cultural"
C3,482534,"Social, Humanitarian & Cultural"
C3,482535,"Social, Humanitarian & Cultural"
C3,482536,"Social, Humanitarian & Cultural"
C3,482537,"Social, Humanitarian & Cultural"
C2,482538,Economic & Financial
C3,482541,"Social, Humanitarian & Cultural"
C3,482543,"Social, Humanitarian & Cultural"
C3,482590,"Social, Humanitarian & Cultural"
C3,482593,"Social, Humanitarian & Cultural"
C3,482594,"Social, Humanitarian & Cultural"
C3,482595,"Social, Humanitarian & Cultural"
C3,482596,"Social, Humanitarian & Cultural"
C3,482599,"Social, Humanitarian & Cultural"
C3,482605,"Social, Humanitarian & Cultural"
C3,482606,"Social, Humanitarian & Cultural"
C3,482607,"Social, Humanitarian & Cultural"
C3,482608,"Social, Humanitarian & Cultural"
C3,482609,"Social, Humanitarian & Cultural"
C3,482611,"Social, Humanitarian & Cultural"
C3,482612,"Social, Humanitarian & Cultural"
C3,482613,"Social, Humanitarian & Cultural"
C3,482614,"Social, Humanitarian & Cultural"
C3,482615,"Social, Humanitarian & Cultural"
C3,482616,"Social, Humanitarian & Cultural"
C3,482617,"Social, Humanitarian & Cultural"
C3,482620,"Social, Humanitarian & Cultural"
C3,482637,"Social, Humanitarian & Cultural"
C2,482639,Economic & Financial
C2,482640,Economic & Financial
C2,482641,Economic & Financial
C2,482642,Economic & Financial
C2,482643,Economic & Financial
C2,482644,Economic & Financial
C2,482648,Economic & Financial
C2,482650,Economic & Financial
C2,482651,Economic & Financial
C2,482652,Economic & Financial
C2,482657,Economic & Financial
C2,482659,Economic & Financial
C2,482660,Economic & Financial
C2,482662,Economic & Financial
C2,482663,Economic & Financial
C2,482666,Economic & Financial
C2,482668,Economic & Financial
C2,482669,Economic & Financial
C2,482672,Economic & Financial
C2,482675,Economic & Financial
C2,482676,Economic & Financial
C2,482678,Economic & Financial
C2,482681,Economic & Financial
C2,482682,Economic & Financial
C2,482683,Economic & Financial
C2,482702,Economic & Financial
C2,482703,Economic & Financial
C2,482704,Economic & Financial
C2,482705,Economic & Financial
C2,482706,Economic & Financial
C2,482707,Economic & Financial
C2,482708,Economic & Financial
C2,482709,Economic & Financial
C2,482710,Economic & Financial
C2,482712,Economic & Financial
C2,482713,Economic & Financial
C2,482714,Economic & Financial
C2,482721,Economic & Financial
C2,482722,Economic & Financial
C2,482724,Economic & Financial
C2,482731,Economic & Financial
C2,482733,Economic & Financial
C5,482735,Administrative & Budgetary
C5,482737,Administrative & Budgetary
C5,482739,Administrative & Budgetary
C5,482740,Administrative & Budgetary
C5,482741,Administrative & Budgetary
C5,482742,Administrative & Budgetary
C5,482746,Administrative & Budgetary
C5,482747,Administrative & Budgetary
C5,482749,Administrative & Budgetary
C5,482750,Administrative & Budgetary
C5,482751,Administrative & Budgetary
C5,482754,Administrative & Budgetary
C5,482756,Administrative & Budgetary
C3,482878,"Social, Humanitarian & Cultural"
C3,482881,"Social, Humanitarian & Cultural"
C3,482882,"Social, Humanitarian & Cultural"
C3,482883,"Social, Humanitarian & Cultural"
C3,482884,"Social, Humanitarian & Cultural"
C3,482888,"Social, Humanitarian & Cultural"
C5,483125,Administrative & Budgetary
C5,492843,Administrative & Budgetary
C5,492846,Administrative & Budgetary
C5,492850,Administrative & Budgetary
C5,493220,Administrative & Budgetary
C5,493234,Administrative & Budgetary
C5,493235,Administrative & Budgetary
C5,493236,Administrative & Budgetary
C5,493237,Administrative & Budgetary
C5,493238,Administrative & Budgetary
C3,494377,"Social, Humanitarian & Cultural"
C5,497568,Administrative & Budgetary
C5,497570,Administrative & Budgetary
C5,497572,Administrative & Budgetary
C5,497574,Administrative & Budgetary
C5,497608,Administrative & Budgetary
C5,497615,Administrative & Budgetary
C5,497620,Administrative & Budgetary
C5,497622,Administrative & Budgetary
C5,497623,Administrative & Budgetary
C5,497624,Administrative & Budgetary
C5,497625,Administrative & Budgetary
C5,497629,Administrative & Budgetary
C5,497631,Administrative & Budgetary
C5,497742,Administrative & Budgetary
C5,497783,Administrative & Budgetary
C5,497785,Administrative & Budgetary
C5,497938,Administrative & Budgetary
C5,497939,Administrative & Budgetary
C5,497940,Administrative & Budgetary
C5,497943,Administrative & Budgetary
C5,497945,Administrative & Budgetary
C5,497950,Administrative & Budgetary
C5,497969,Administrative & Budgetary
C5,497971,Administrative & Budgetary
C5,497972,Administrative & Budgetary
C5,498005,Administrative & Budgetary
C4,498006,Special Political & Decolonization
C5,498059,Administrative & Budgetary
C5,498092,Administrative & Budgetary
C5,498465,Administrative & Budgetary
C5,498469,Administrative & Budgetary
C5,504032,Administrative & Budgetary
C3,507415,"Social, Humanitarian & Cultural"
C1,507929,Disarmament & International Security
C1,507938,Disarmament & International Security
C1,507943,Disarmament & International Security
C1,507947,Disarmament & International Security
C1,507951,Disarmament & International Security
C1,507955,Disarmament & International Security
C1,507956,Disarmament & International Security
C1,507958,Disarmament & International Security
C1,507959,Disarmament & International Security
C1,507962,Disarmament & International Security
C1,507965,Disarmament & International Security
C1,507967,Disarmament & International Security
C1,507969,Disarmament & International Security
C1,507971,Disarmament & International Security
C1,507974,Disarmament & International Security
C1,508001,Disarmament & International Security
C1,508002,Disarmament & International Security
C1,508005,Disarmament & International Security
C1,508006,Disarmament & International Security
C1,508007,Disarmament & International Security
C1,508008,Disarmament & International Security
C1,508010,Disarmament & International Security
C1,508011,Disarmament & International Security
C1,508014,Disarmament & International Security
C1,508016,Disarmament & International Security
C1,508018,Disarmament & International Security
C1,508021,Disarmament & International Security
C1,508023,Disarmament & International Security
C1,508024,Disarmament & International Security
C1,508027,Disarmament & International Security
C1,508028,Disarmament & International Security
C1,508030,Disarmament & International Security
C1,508032,Disarmament & International Security
C1,508056,Disarmament & International Security
C1,508058,Disarmament & International Security
C1,508060,Disarmament & International Security
C1,508061,Disarmament & International Security
C1,508062,Disarmament & International Security
C1,508063,Disarmament & International Security
C1,508064,Disarmament & International Security
C1,508065,Disarmament & International Security
C1,508075,Disarmament & International Security
C4,508079,Special Political & Decolonization
C4,508084,Special Political & Decolonization
C4,508085,Special Political & Decolonization
C4,508087,Special Political & Decolonization
C4,508100,Special Political & Decolonization
C4,508109,Special Political & Decolonization
C4,508117,Special Political & Decolonization
